歌手名字,许嵩
138040,如果你冷
138173,不变的守候
138072,别让自己活得不好
138219,相遇后的心情
138207,不爱我的你
138216,梦总是在远方
138222,整个冬天的风
138175,无奈
138157,给我最后一次拥抱
138159,写的就是我
138161,不变的守侯
138164,瞒不过
138166,原以为
5284735,我仍然叫做我以前的名字
138111,冷井情深
138117,抗拒与承受
138124,午夜琴声
138128,虹彩妹妹
138130,弧形
138132,重逢
138134,往天堂的快车
138083,对话
138051,柔情都市
138053,高脚杯的爱情
138055,机会机会
138070,都市生活
138075,昨天不小心喝醉的时候
138039,放在我心上
138043,爱的道具
138044,坐在暗夜里听
138045,但愿长醉
138046,爱上我或是离开我
138049,左边的心的那个地方
138050,今夜谁让你孤独
138048,梦与醒
5283210,别让自己活的不好
119504,我们
5253880,为你表演
5253926,就此打住
5253913,就此打往
138047,明天以后
138085,唱不老的恋曲
138087,同样的我们
5285073,地球传说
歌手名字,潘晓峰
290854,我到底算什么
172597,草原上升起不落的太阳
172579,我的祖国
532940095,岁月无声
172521,无法忘记你
172604,美丽的草原我的家
172595,在那遥远的地方
172603,送别
172586,红星照我去战斗
172601,乡恋
172546,故乡
172531,春光美
172593,寻找玛依拉
459925794,单身狗
308675,铃声响叮当
172554,等待
532776169,别忘了
532940093,漂亮
172518,都怪你
172567,家乡的夜
172556,我俩永隔一条水
172524,菊花开
27927707,我爱你塞北的雪
172540,天山舞曲
172523,还等什么
172605,也是情歌
172572,又下雪了
172577,亲爱的走吧
172542,西琳江
172544,亲爱的白兰地
172548,江巴拉汗
172550,柔兹兰站在河岸上
172552,阿顿江
172513,影子
172527,婚誓
27927705,神
521267774,真的要说谢谢你
532776167,斯玛瑞
532777180,女汉子
532940096,烙印
172515,是否和我一样
5265532,十全十美
172517,十全七美
172519,跟我没关系
27907103,只有爱存在
歌手名字,澎恰恰
140779,莎咏
140793,今夜月娘圆
140800,爱过人拢会知
140803,叫你的名
140806,痴情的男儿
140809,望你了解我的心
140812,心碎的电影票
140816,收回你的心
140819,爱你用生命
267251,问爱情
5286679,今夜月娘园
140744,懵懂的年代
140746,田婴
140754,酸风柳树
140764,种葫子生菜瓜
140767,金纸心银纸情
140771,紧大汉
140775,麦想彼呢多
140783,咱的台湾人
140741,用心看台湾
140750,故乡的土味
140758,兵单
140761,妈妈
140694,船只
140700,红花袂香
140705,高跟鞋
140707,心随风在飞
140709,六十年前的一张批
140712,胭脂水粉
140715,青春呒退路
140721,红颜恨石
140697,阿嬷的老唱片
140703,伤心拨袂离
140718,可怜一蕊花
80825,简单情歌
140856,我的希望
140862,公家一碗饭
140864,竟然是你
140866,希望
140868,坠落情网
140870,有一天的落雨天
140873,这款世界
140875,疼惜
140877,伸抹出手
140830,变调恋歌
歌手名字,邰正宵
151646,爱的传说
151652,几番风雨
28853011,永远不回头
177309,用尽一生的爱
35314170,好人好梦
26217307,追梦人
28308847,飘洋过海来看你
5284638,烈火青春
26217302,情难枕
26217305,问
449578974,没有你的我
35956817,谁的眼泪在飞
28308850,别问我是谁
26217299,鲁冰花
35956818,寂寞在唱歌
35956816,飘雪
151028,蓝色贝壳
151821,似梦迷离
35955807,我只在乎你
28308849,值得
28308851,亲爱的小孩
1321392679,爱你所爱
151057,失眠金曲
26217306,执迷不悔
28308852,女人花
447925225,笑着哭了
151632,怎样你才会喜欢我
151412,我爱你胜过这世界
862098070,山水画
151633,爱不到要偷
448741135,爱在当下
449577959,真的好爱你
1379703444,珍惜
26217304,温柔的慈悲
35956814,来不及说
35956821,如果你知我苦衷
151643,初恋
28853044,将爱实现
150977,明天的香格里拉
28068526,谢谢你曾经爱我
531295098,逍遥年代
151640,掩饰
35956819,一个人的我依然会微笑
449577956,疼爱
28308855,放我的真心在你的手心
歌手名字,王童语
165237,丫头
520464296,戏如人生
1365639099,王先森
27733263,恋着你的影子
518896013,感谢苦难
27646250,张三的另一首歌
425298580,再见陌生人
165239,秋天
520464293,没毛病
520464292,张三快跑
1387395587,曾经的兄弟
1384527979,大叔
520464295,贪图
425298572,就算是吧
520464294,难兄难弟
165240,雪天
27646239,双人舞
165241,今天长大
165242,临近
165243,别担心我很懂事
165245,似水流年
165247,隐约
165249,城市
165251,单身
165253,勤工俭学
165255,明天会是另一个样子
27646237,明星访谈
27733260,将来
27733261,破绽
27733262,就这样唱下去
27646219,北京的另一个夜
27646230,较量
27646247,香格里拉
514543202,爱难以言说
514543203,沉浸
514543204,刘北伐
514543205,马莲窝子
514761171,郝玉兰
514761172,紧张艰难的寻找
514761173,离别
514761174,希望
514765164,等待如此艰难
514765165,漫漫长夜
514765166,失去亲人后
514774143,悲情遭遇
歌手名字,吴宗宪
5268423,手牵手
157709,你比从前快乐
5276990,订做一个天堂
157364,是不是这样的夜晚你才会这样的想起我
157360,屋顶
157757,三暝三日
5257147,窗外
157760,没你的城市
1365400737,一路上小心
157447,和自己赛跑的人
157799,留心
157737,放我一个人
157378,患得患失
157733,平衡点
157456,张三的歌
157843,我会想你
157661,耍花样
157771,唱歌的人尚快乐
157469,永保安康
157778,容易破碎的心
157491,最亲爱的人
157821,等候
157741,伤心的树
157450,明日英雄
157482,瞎了聋了
157471,为什么
157765,大声讲出心内的话
157774,多情的港口无情的天
157782,相思是啥密
157786,受伤的心
157663,放开你
157470,欠你的温柔
157473,不由自主
157475,不要去恨你爱过的人
157479,陌生人谁爱我
157438,爱让一切都对了
157440,阳光和小雨
157442,城市英雄
157444,想想可惜
157453,自白
157459,疼痛
157462,最后一首歌
107599,三螟三日
157410,两人的画像
157415,当你回来找我
歌手名字,武艺
33856961,睡前童话
392403,问月
362916,下雨天
1393993302,蒲公英的梦
1348394121,小奶狗
1335036382,雪
5237443,给力青春
27533226,舍不得忘记
165595,天天情人节
165593,微甜
1332721651,慢一点少一点
551335312,贝壳
27904164,梁山伯与朱丽叶
522354113,你懂我就好
32944704,爱上你了
1321385375,少年说
34078413,收件人
34532439,我在你看不见的地方
28819876,爱
33255513,白夜行
165589,许愿
27904035,小酒窝
1334112783,红茶时光
34532395,我好想你
165591,见习爱
1335650623,无声告白
1330935748,白日梦
436346357,爱不科学
27533225,听我说
436355196,台阶
34532427,参半
476324242,义
436355195,幸亏
27533224,过站
27533227,夏日晚风
34532411,南法小镇
34248228,爱情延长线
165597,只有你们
27533228,迎接
436346358,未接来电
436355194,番外篇
27927699,星光麦咭
27927696,豆浆油条
27927697,我的歌声里
28798778,潮流运动
歌手名字,吴彤
27562927,好春光
28152162,卷睫盼
1333391406,抱月入怀
406346861,将进酒
405597799,钗头凤
400690131,烽火扬州路
30841631,望春风
245848,远歌
165233,燕子
185265,北京的杏树
1335409228,爱在摇滚的岁月
557579817,破阵子
406347798,冰封
28773579,那条长路
30841632,笙音
1376141002,步步高
406347799,我行我路
1393622626,百鸟朝凤
456175098,一片深情
406346862,陌生的朋友
1372736655,大道行
30841629,静雪
403136056,我爱唱歌因为我寂寞
30841630,远山
164377,龙泉剑
403012104,云和
165224,下雪了
164359,尽头
164364,西部歌手
164367,对话
164373,红娘
163559,踏雪寻梅
163562,手牵手
163565,天空一片蓝
163567,偏见与傲慢
163569,桑叶
163572,百日春
163574,拾蚊记
163577,巡迴路演
163587,哈尔的暗恋日志
163590,雪地童话
163592,距离
34084293,上海沧桑
1296347032,金斗湾
406347784,阳关
歌手名字,韦星弟
36094190,迁就
535793341,你好新年
1313897684,大人
25782409,颠覆
27927825,七灭
29786040,冷暴力
32548301,我终于明白
174373,当我唱起这首歌
175201,不想做朋友
27867012,最后一面
27970018,爱不在焉
174360,如果天还没黑
174407,放弃
29755497,你说会陪着我
27965148,多余的关心
29786065,同归于尽
174364,小白
174375,分手做朋友
174362,丢不掉
31563470,如果能够
174384,我会很诚实
174390,单曲循环
26599584,不浪漫的浪漫
477933825,结
29786070,乘客
174376,越远
5234433,每天
28152921,亲爱的
174377,偏偏怀念
26545041,静悄悄
477933826,好不容易
27630139,制造浪漫
174404,相约在雨季
477936767,好笑
174365,重演
25782417,我不认输
174388,褪色
27970019,说放就放
29786044,状况多多
29786072,一个人
174357,只要你想听
5234434,好的
5234435,烈火
25782381,刺
174366,释然
歌手名字,信
400162549,告别的时代
400876303,人质
29343845,自己的太阳
403710395,末班车
5238867,天涯共此时
167615,狂风里拥抱
30841111,如果你还在就好了
167696,火烧的寂寞
167656,再见
22854036,我选择笑
1377138002,痞子的情书
401722036,刀马旦
167741,魂
167818,牵挂
557581647,一眼一生
5257059,千年之恋
167664,远得要命的爱情
489998339,泪伤
1375277646,炼金术
167781,错了
1313897867,不负时代
167836,你的背包
27927822,棋王
404744052,彩虹
354337,需要你的爱
167805,如果还有明天
530057670,反正我信了
1377137998,为你着魔
1377137997,上了瘾
531295350,越清醒越孤独
167826,黑色柳丁
1377145335,纠缠
22854032,我记得
167808,让每个人都心碎
167639,沦陷
4874062,累了
167642,假装阳光的蜡烛
1377138000,醒
167779,我恨你
167814,爱情三十六计
450224238,唱不完的副歌
1377138001,燃料
22854028,暗藏后悔
1377145336,回信
1370886728,超级的我
歌手名字,张雨生
188057,大海
5279696,我的未来不是梦
187993,一天到晚游泳的鱼
187776,最爱的人伤我最深
188177,天天想你
186724,口是心非
187812,还是朋友
28853011,永远不回头
187104,我期待
188039,我是一棵秋天的树
5284638,烈火青春
188078,心底的中国
188095,带我去月球
5282318,飞向未来
187889,后知后觉
187861,动物的悲歌
186741,玫瑰的名字
186737,河
151456,两个永恒
187893,蝴蝶结
187989,是否真的爱我
187793,后窗
187877,兄弟呀
188049,爱上你的一切
187914,自由歌
188053,挣扎
22198090,单身旅记
186789,一想到你呀
187869,永公街的街长
187881,这一年这一夜
187819,不想失去你
188004,祈求
187787,不亮的灯
187816,西风的话
186732,如燕盘旋而来的思念
187857,我是多么想
293857,执着
5284734,以为你都知道
186825,当我开始偷偷的想你
187865,灵光
188091,我想把整片天空打开
187051,仲夏夜之梦
188012,一人一个梦
187873,子夜纾怀
186975,忧喜是一件双面衫
歌手名字,郑国锋
31273502,倚栏听风
32897612,甜不辣
33522719,好了
26524035,小丑先生
202317,我以为我可以
26600039,透明
202259,时差
202266,你给的安全感
202277,想对你说
34152270,泪画
202310,潜意识失忆
30284553,分手之前
202253,角落里的阳光
202286,陪我去宇宙
202274,一个季节换一张照片
34228289,一个我
1323977236,就这样吧
202318,不舍
202302,独自旅行
202316,不同
202319,不必了
202251,遗憾
1334270382,原来
202312,我太任性
202257,你就是爱
202249,写给未来的你
511810299,最忆是杭州
436147026,破梦重圆
27946159,陪我到宇宙
30621731,半路恋人
202289,问题先生
26601273,跟老男孩一起哭
202315,失眠
202313,然后没有然后
202305,微甜
202324,默写
202293,不褪色的画
202264,做了一个梦
202262,距离感
518904282,最后的归期
202290,停不了
1349976947,很久很久
1325897037,乐观
202295,骄傲
1361771527,热血铸铜狮
歌手名字,赵季平
27896380,芦苇荡
196129,王进打高俅
29999515,大圣娶妻之片头曲
25707143,西天取经路遥迢
196144,兄弟情谊
196181,水浒传
29999278,雨夜诀别
196174,武松杀嫂
195984,门楼
196048,戦争的脚歩
196123,水浒风云
195928,情缘
196158,军威浩壮
196379,秦颂
195982,戏台
195956,迎春
195951,世家
196154,殊死一战
1345751381,常山赵子龙
1345751445,五丈原丞相归天
196678,一辈子
196166,林冲夜奔
1345751446,鲁肃之歌
196132,宫廷舞影
196164,梁山好汉
1345751384,关羽之歌
1345752383,刘备之死
1345752303,白帝城托孤
195940,江湖秘语
196631,启幕
195945,预谋
25707144,漫天神佛闹悟空
195954,踏雪
195958,思归
1345752392,卧龙岗
196347,战场
196151,晁盖出征
195944,道情
196708,灵堂
1345752386,隆中对
1345752387,三国归一统
195770,远情
196618,大西厢
196473,重阳节
1345751447,孔明之歌
歌手名字,银临
30352891,牵丝戏
28138493,锦鲤抄
1314438112,流光记
504686859,是风动
28188427,棠梨煎雪
421137682,不老梦
1342592226,离家最近的路
534540013,乐游记
1380262781,月球
28188425,瀘沽寻梦
1335565331,妙笔浮生
550995874,千秋令
28188426,腐草为萤
1365695697,金陵谣
1358035466,江山行歌
536570080,少年中国
1389654852,盗橘令
435306744,东风志
460515000,不负时光
1347541140,无题雪
28188428,浮生辞
1347007305,生而为匠
1376164050,闻妖
34187315,潜别离
412911546,狐言
504686858,如一
489092574,裁梦为魂
564787772,不夜侯
504914212,不离
28188432,情囚
1356585672,偏偏
1353531882,珍珠
1296345669,怀梦之泽
1372942025,可期
28188430,洒拓歌
862099184,可不可以
530986445,晴川雪
543987395,知了的歌
470759298,生死劫
29732730,远行歌
514055103,云梦谣
28987050,湘桥月
1374281797,云川雪青
461088103,锦瑟长思
35678461,芳华旧
歌手名字,陈慧娴
212233,千千阙歌
212652,夜机
212430,飘雪
212253,人生何处不相逢
212376,傻女
212409,孤单背影
212412,月亮
212436,归来吧
5285096,地球大合唱
28341638,让一切随风
212360,玻璃窗的爱
153476,活得潇洒
5277180,最好的声音
212367,逝去的诺言
212382,去吧
212401,与泪抱拥
212356,红茶馆
212373,跳舞街
212326,你身边永是我
212379,不羁恋人
212645,千千阕歌
1306371612,偏偏喜欢你
5238704,为全世界歌唱
5285097,爱心语录
110836,把悲伤看透时
211238,情意结
212243,今天的爱人是谁
5278154,邓丽君金曲
211260,傻女的新衣
212388,痴情意外
212350,为何仍是你
211488,睡公主
189800,爱和承诺
212347,真情流露
212732,夜半歌声
212391,花店
557592162,我们的梦
212049,我寂寞
212394,反叛
188743,接近
212327,为情为爱
212335,多少柔情多少梦
28391626,梨涡浅笑
212119,还是告别吧
190875,给我亲爱的
歌手名字,张芸京
86369,偏爱
328002,春泥
406730528,我陪你
328041,我不爱你了
328000,情人结
5237045,让每天都是圣诞节
25640570,我没有疯
5240342,让爱转动整个宇宙
328082,让我照顾你
328073,破天荒
328029,相反的我
328026,坏了
328064,黑裙子
328035,你是唯一
428203685,歌颂者
328032,爱情选项
27984737,称颂
328038,不再联络
428350798,失败的高歌
328015,一代天骄
327977,喘息
428203691,怎么哭
428203686,等我变了之后
27984736,爱是永不止息
328067,你飞吧
25640571,小秘密
328055,义气
25640572,小女孩
328044,只爱你
328094,小王子
29414076,怎么开始忘了
328070,玩世不恭
428203689,谁说我不能哭泣
22854151,若无其事
428203690,我还在找你
25640568,痛也爱你
328053,好了
25640573,夜光
328079,恋人的时尚生活
328050,简讯
5249528,美梦成真
328047,正不正
328090,改不了
22854144,莱特兄弟
428203692,左撇子
歌手名字,阿悄
29122400,梦
445153099,不存在的你
28768611,爱的多米诺
206549,路口
27902865,卜芥
28190626,生日快乐
1351230041,羞红的夏天
455502314,极速传奇
27937948,溜冰鞋
26620711,爱拐走
206554,夏天异句
26145658,海海海
26145655,我是我的情人
25986043,哭笑不得
26145656,陪我去流浪
26145660,神武雨霖铃
26145654,爱与妒忌
26145661,逃脱
206553,舍子花
26898003,爱的筹码
206538,想我的时候听这歌
28453032,红纱帐
27552622,治愈糖
25657347,妄想之夜
206530,不字书
26562037,残忍的温柔
206526,雨停曲
26145663,别说抱歉
27552606,世界上另外的自己
206557,自爱
206528,任性爱
26599086,小背叛
206547,告诉我
27552609,谎言蔓延
27552612,我唱着歌会想你
27552617,没有人
28068830,分手说爱你
392371,如果这是爱
206541,救命
27552605,亲爱的理由
27552608,有怪兽
206532,明天再见
206536,讶异
206552,如果说离别
27552613,爱你不爱你
歌手名字,程响
1349976103,围城
1382790135,三生缘
222724,不再联系
546722045,江南夜色
222729,新娘不是我
501467210,不敢
27984422,分开那天
28592088,怎么能忘了
1320336334,今夜的风
494410528,怎么会不难过
554191625,都是你
222760,真心换伤心
28592093,不该相遇在秋天
222776,分手了还是朋友
480583907,不辞而别
222758,亲爱的你可知
523658615,寄生
557581263,十年之前
399555109,亲爱的你可知我有多么思念你
222773,等到来生再相遇
399552123,没那么坚强
509781229,等你千年
35470061,完美人生
28592087,意外的邂逅
31645176,妹妹不做仙女
35470246,两地情缘
222743,可不可以放弃你
222774,苦果
28592089,我在回忆里等你
1334623653,想起了你
487590932,魔镜
492833180,心若倦了
416531021,一吻天涯
549941582,小自由
1365672465,君所见
1342954792,初更过
451991146,天生敏感
399555106,修女的伤
519909575,你的心里究竟住着谁
571339931,我且干杯
35470070,经常回家看一看
1380261685,终点
28592086,再多的爱
35470241,玉石俱焚
399552122,出墙
歌手名字,董沁
225241,如果没有你
225081,我只想单纯爱
225072,夜上海
5262040,虚拟很美丽
225238,亲密爱人
5261980,亲爱的你在哪里
5261976,没有了你
5262044,空白
225235,这样爱你对不对
225157,虚拟很美丽
225204,野百合也有春天
225226,滚滚红尘
225220,月满西楼
225119,有没有
225217,泪的小雨
225223,那一场风花雪月的事
225229,何日君再来
225212,今宵多珍重
225232,来自心海的消息
225244,小妹
225176,忘记你不容易
225160,我只想单纯爱
225163,没有了你
225167,亲爱的你在哪里
225183,没用
225187,幸运无时不在
225170,空白
225192,想你想你
225115,单身女人
225111,让我带你飞
225121,伤害
225123,花言
225125,女人的孤独
225129,你像风一样
225132,通道
225136,那条船
225144,旅行者
225075,蓝蓝的夜蓝蓝的梦
225073,我又能如何
225074,这样爱你对不对
225078,单身女人
225084,野百合也有春天
225087,让我带你飞
225090,为你
225093,空白
歌手名字,范文芳
229981,别让情两难
229973,预言
29122712,缘散缘聚
4878376,豪情笑江湖
29122715,玉女心经
229980,一个人生活
229975,示情
4878389,写梦
4878378,没有江湖哪有情
229933,想你
229897,我相信
230022,爱曾经来过
229960,逛街
229963,孤单
230001,无欲无求
230014,假戏真做
230019,到底要不要爱情
229982,心事
229983,假戏真作
229985,化妆
229989,每个梦
229991,星光
229996,吹散为你留下的梦
229961,趁一切还来得及
229962,不怕
229965,下午茶
229967,星期六
229969,跟随
229971,搬家
229935,我还好
229937,谢谢再联络
229939,刚好
229941,或许我们可以
229942,一圈一圈
229943,虚拟实境
229944,紧急煞车
229946,快乐解药
4878384,独思
229906,没有问题
229908,也许
229910,你的温度
229914,发呆
229916,好习惯
229918,到底等什么
229920,好想
歌手名字,范怡文
233435,忘了算了
233437,男人说女人说
233438,随心所欲
329184,这些日子以来
233563,我给你的爱
233427,爱不执着
233566,空集合
233567,午夜的寂寞
233549,你是我前世的知己
233550,花落总有花开时
233551,海之恋
233552,当只有我一个人
233553,相思难防
233554,沙鸥与男孩
233556,你知道就好
233557,虚度多少青春
233558,不醉
233482,很难该说什么
233489,夜那样深
233495,最后舞曲
233502,尘封已久的回忆
233505,海孤独
233508,说爱
233510,两个人的故事
233512,看我非我
233514,这人间
233569,偶而偶而才爱
233570,旧伤新情
233571,预感
233572,夜码头的乐手
233574,再爱你
233575,变迁的你的我
233576,每一颗跳动的心
233578,那一段恍惚岁月
233580,与爱何处相见
328561,爱情到底是什么
233441,墙
233442,拯救公主
233444,男孩与女人
233445,孤独不可耻
233446,女人花
233429,巴黎的忧郁
233428,勇敢幸福
233430,茉莉花开
233431,寻找圆舞曲
歌手名字,范海荣
175675,好好过日子
1371121023,父母的恩情
1371116763,三匹枣骝马
1371116761,天上的云朵
1352816094,济水之南
1352983294,草原我的天堂
1352983298,断桥悔
1352983299,天高高
1352983300,痴情不悔
1352983301,草原母亲
1352983302,家乡
1352983707,黄藤酒
1352986131,好好过日子
1352986132,富饶
1353373480,天地之间
1353374392,醉丽江
1354213896,济水之南
1371116762,草原明月心
1371116764,赛汗塔拉的忧伤
1371118019,故乡
1371118020,波茹莱弟弟
1371118021,醉乡
1371118022,风中的额吉
1371121024,一路去新疆
5231458,富饶
484056669,钢琴演奏篇
484056670,加持篇
484058641,唱颂篇
484058642,习颂篇
484058643,修持篇
233618,祝福妈妈
32686789,好好过日子
233619,爱在草原
233636,岁月中秋
233621,蓝色的蒙古高原
233638,克伦鲁河
233622,我的母亲
233623,嘎达梅林
233640,赞歌
233624,美丽的蒙古包
233641,父亲的恩情
233625,成吉思汗的传说
233643,诺恩吉娅
233629,天边
233646,马兰花
歌手名字,顾莉雅
37240800,寂寞花火
37240804,这片海
37240802,舍不得他
236894,爱上一个人
28864941,宝贝
28864950,绽放
37240801,傻乎乎
34228173,天下第一
1297747781,雨蝶
37239810,天涯
236860,带刺的玫瑰
406737290,一生一世只爱你
429461024,让我陪你过一生
37239808,我在飞
37239807,狠狠心说分手
37239809,光影
37240803,新月
28864943,南洋哥哥
28864949,英雄
1361406173,木棉花开红艳艳
1341972216,神松
1361406300,请到天涯海角来
236923,从一数到十
236927,冲动
236929,瞬间
236932,午夜一点钟
236935,决定
236945,红酒
236951,自由
236903,花为媒
236901,真爱每一天
236845,你是我的
236851,江湖情
236854,九月十九
26620377,地球妈妈
5238872,美丽的亚细亚
236802,序曲
28452069,我在龙津溪等你
28864942,茶乡
28864944,七十七街
28864945,清醒
28864946,全世界都在唱着为你写的歌
28864947,太阳照常升起
28864948,天幕
29498415,每一朵小花
歌手名字,黄江琴
5247932,我和我的祖国
242666,好汉歌
242971,美丽的神话
243233,偏偏喜欢你
242756,长相思
5247922,祝福祖国
242761,戈薇与犬夜叉
242615,小城故事
5247928,爱我中华
32711538,红豆红
243263,女人花
242848,死了都要爱
242669,牧羊曲
243271,晚秋
5247927,共和国之恋
32708642,葬花呤
242611,在水一方
242844,黄玫瑰
242640,但愿人长久
32711534,青藏高原
5247934,天路
32711540,太湖美
242623,月亮代表我的心
35437606,秋怨
242954,佳人曲
242974,明月光
243241,记事本
243280,把悲伤留给自己
242787,唐伯虎点秋香
5247924,春天的故事
5248122,六月茉莉
242654,鸳鸯蝴蝶梦变奏
242842,秋天不回来
242784,愿亲人早日养好伤
26023138,希望
242605,甜蜜蜜
32711529,月之故乡
32708638,序
32708648,尾奏
32711537,真的好想你
242758,贞观长歌
242660,命运不是辘轳
32711535,牧羊姑娘
242746,悲情面具
32708647,题帕三绝
歌手名字,韩再芬
29273846,谁料皇榜中状元
29273845,满工对唱
29273844,送香茶
29273848,小花伞
29273839,琵琶词
29273843,选郎选了九十九
29273838,黄梅树
29273841,我是一只雁
29273847,采莲
34204984,我来为你唱徽州
29273850,花园独叹
29280131,背新娘
29280133,从来人都叫小妹
29273849,杜鹃红
34204983,徽州歌谣
29273851,生活的道理
29280136,日日井台来打水
29280137,唢呐哥哥
29273842,声声的悲呼
29280130,这辈子丢不下
34204980,等你
29280139,上写到天地君亲亲情永
29273840,情驯
29280129,梦幻音乐
29280135,井台音乐
29280138,我家的人有家教
29280143,迎春音乐
29280145,归
34204978,父亲
34204979,真爱
34204981,呵护
34204982,好房子
34204985,求学序曲
34204986,公司总算开了张
34204987,人生其实就这样
34204988,公司只有我一人
34204989,夜色虽美我心乱
34204990,你为何不敢接电话
34204991,商海闯荡多少年
29280132,铺粮袋
29280134,冰凌花开
29280140,幕前曲
29280142,心又颤
29280144,心空
5281739,夫妻观灯
歌手名字,何静
482395087,依兰爱情故事
1300885945,这一拜
181981,忘情正好在今天
5280098,喜欢你
5280128,心相印
5280144,家园
5280135,青梅竹马
5269034,向北方
1332731042,太爱太爱你
245433,天地与爱与人
245439,无声草原
245442,捉摸不定
245405,一起飞
245407,咖啡和眼泪
245408,日出东方
245410,自由鸟
245415,旷野精灵
245417,体会
245426,滑翔风筝
245395,呼吸看世界
245396,别离雨季
245397,有了你的爱
245399,回想
245401,念情
245402,一瞬间
245403,如何面对
245404,进退之间
5264865,女人街
26601113,我们还年轻
245368,不想不想
245383,滋润
245365,五千年
459925164,我想调慢钟表
468877788,新浏阳河
505446170,入场劵
554241078,沉溺
554242321,朋友再见
1300885938,月斜星疏
1300885939,一世缘牵
1300885940,莲师精要祈请文
1300885941,药师佛心咒
1300885942,黄财神
1300885943,噶玛巴千诺
1300885944,拈花
245398,月亮偷着哭
歌手名字,金铭
252199,采莲谣
252191,小蜜蜂
252185,捉泥鳅
252098,外婆的澎湖湾
252172,世上只有妈妈好
252142,小茉莉
252189,茉莉花
252201,小放牛
252193,王老先生有块地
252095,乡间小路
252077,我是一棵小小草
252144,旋转木马
252173,小雨点
252188,泼水歌
252178,六个梦
252118,恭喜恭喜
252104,萍聚
252139,祈祷
252141,娃娃的故事
252126,财神到
252110,欢乐年华
252182,虎姑婆
252080,小小草
252083,风中的小草
252146,小草
252092,排排坐
252107,花非花
252175,快乐天堂
252089,让我们看云去
252101,小木船
252195,如果
252197,紫竹调
252167,梦里的爹娘
252166,甜蜜姑娘
252148,千年神话
252129,贺新年
252116,拜年
252120,嘻嘻哈哈过新年
252122,向歌友拜年
252124,小拜年
252128,福星高照
252130,万年红
252131,春之晨
252132,恭禧发财
252134,新年好
歌手名字,静婷
5245773,我的心里没有他
33715433,山歌姻緣
251287,戏凤
251355,夜上海
22483632,荷塘月色
33599380,温柔乡
22633144,凤穿牡丹
5273510,襟上留个吻
469289005,花田错
251269,月儿弯弯照九州
251273,明月千里寄相思
469289006,待嫁女儿
251360,采茶女
251362,鸾凤争鸣
251365,日久见人心
251366,绣花枕头
251367,一山还有一山高
251369,同窗
251370,十八相送之一
251371,是男是女
251372,铁树开花
251373,楼台会之一
251374,江南好
251379,难解难分
251382,梅龙镇出大事
22365927,情花处处开
22521732,青山对我笑
22521735,纺织姑娘
22521737,跟着你
22521739,小姑娘
22521741,痴痴的等
22521747,来不及爱
22521749,我的小冤家
22483637,明珠
22483621,何日君再来
22483620,断弦曲
22483622,香港之星
22483640,海滨
22483641,神倒魂颠
22483642,爱情的网
22483643,凝望
22483644,凝眸相对灵犀通
251270,痴痴地等
251271,蓝与黑
251275,送郎一朵牵牛花
歌手名字,江玲
250010,中国新娘
250276,我的小妹
250145,男朋友
520458317,不知道
250523,分手
250483,中国女兵
250421,默契的距离
249708,爱情
250479,半个月亮爬上来
250558,寂寞的天空
250440,不再唱乡愁
250295,欢喜再相聚
250297,甩甩头
250299,手把树儿栽
250301,说不出的依依
250303,快乐城
250305,我愿是个女兵
250309,草原传说
250311,情到浓时反为薄
250313,我那个心愿
250314,放学途中
250317,西子湾的日落
250321,天也凉雨也凉
250323,寄害羞的男孩
249849,笨女孩
249851,春天
249855,我的歌
249858,归人
249860,香槟酒
249865,不要告别
249871,愿意
249874,夏天再见
249880,不要害羞
249883,我懂
249810,不再摇头
249815,可记得
249818,永远不会变
249778,漫步风雨中
249733,任何有你的所在
249736,以为分手后
249738,下雨天真好
249744,褪色的时光
249750,田庄的暗暝
249755,再拥有自己
249758,为什么不早告诉我
歌手名字,刘沁
256341,我很好
28497409,为什么说谎
188915,努力活着
28497406,我很好
256425,坠入
28497408,寂寞在飞翔
256405,影子
256411,亮点
256408,距离
28497413,就让我奔跑
256432,不要你离去
256363,你明明爱我
78125,她总在某一个地方
77940,她总在某一个地方
29810879,宽恕的爱
27927088,不良室友
28497417,离开
5277073,闪亮一刻
5276398,就让我奔跑
5276399,只求天知道
5276409,呼唤
256414,碎片
256417,适应
256420,探望
256423,爱很透明
256428,自然
5274702,距离
122814,我会在这里
4878548,探望
28196122,努力活着
256399,新世界
256401,可是我恨你
256352,寂寞似火
256355,留下来
256357,沼泽
256359,爱像只小精灵
256361,寂寞电子邮件
256366,之间
256369,雨夜
256371,需要他
256373,可是我恨你
256375,香槟
78004,她总在某一个地方
28497407,只求天知道
28497411,在她的微笑里
歌手名字,李丽芬
256469,爱江山更爱美人
256471,得意的笑
256467,爱不释手
1304695105,爱你在心口难开
256473,月儿弯弯
256505,爱的路上我和你
256587,重新再爱一次
1304695101,一帘幽梦
256536,一往情深
1304695154,美酒加咖啡
256510,就这样约定
256481,城市英雄
256485,我好饿
1304695131,梅兰梅兰我爱你
1304695123,多少柔情多少泪
1304695137,小城故事
1304695150,你到底爱我不爱
1304695146,夜来香
256541,有什么事我能为你做
256479,她只是个孩子
256489,暂时离开家的女子
1304695142,往事难追忆
1304695134,榕树下
256606,何去何从
256491,蔷薇女子
1304695145,相见不如怀念
1304695140,月朦胧鸟朦胧
1304695092,海誓山盟
161126,激荡
